participant_id,weeks,education,food,recreation,rent_adjustment,shelter,wages,savings,interestGroup
38,11,0,66.87015509,100.6437019,0,0,1125.38879,957.8749326,D
39,11,0,60.45289976,78.9105201,0,0,865.8764059,726.5129861,G
40,11,0,91.67755341,25.59331773,0,0,493.885514,376.6146429,I
41,11,0,92.90579953,32.98176165,0,0,437.7146741,311.827113,F
42,11,0,65.07563385,33.06794345,0,0,1308.803492,1210.659915,J
43,11,0,64.48129261,0,0,0,2658.237034,2593.755741,E
45,11,0,60.95127196,133.0128163,0,0,3260.74217,3066.778082,E
46,11,0,62.3190204,114.9297522,0,0,1296.694595,1119.445823,D
47,11,0,92.43490335,9.42669102,0,0,1198.12756,1096.265966,C
48,11,0,104.114964,113.0025349,0,0,1162.491244,945.3737453,F
49,11,0,66.44342028,73.12828831,0,0,3244.444508,3104.872799,D
50,11,0,66.63839297,149.4346261,0,0,1149.094751,933.0217316,H
51,11,0,96.41988087,0,0,0,3004.575151,2908.15527,G
52,11,0,102.9769474,170.4579261,0,0,597.4377193,324.0028458,B
53,11,0,58.13964828,94.20043167,0,0,968.9113924,816.5713124,H
54,11,0,64.9736536,133.0308043,0,0,1866.232665,1668.228207,I
55,11,0,108.3675772,0,0,0,442.5722796,334.2047024,J
56,11,0,102.5812306,112.7757481,0,0,777.656102,562.2991233,G
57,11,0,58.05041222,95.61307697,0,0,2571.244375,2417.580885,A
58,11,0,64.68913584,110.723017,0,0,3192.012993,3016.60084,J
59,11,0,65.14106044,120.4613993,0,0,2592.075455,2406.472996,C
60,11,0,90.25950451,16.56220615,0,0,1119.699823,1012.878112,D
61,11,0,99.21175941,58.14038313,0,0,1124.709451,967.357309,F
62,11,0,67.44055372,44.54118916,0,0,1737.833776,1625.852033,A
63,11,0,98.26334567,66.03993684,0,0,1109.639996,945.3367137,G
64,11,0,104.0308601,73.0313324,0,0,1064.228995,887.1668028,I
65,11,0,56.52003485,110.8575671,0,0,1047.229887,879.8522854,I
66,11,0,68.33066432,149.0955948,0,0,1476.041458,1258.615199,J
67,11,0,91.03166228,19.53096262,0,0,1043.520591,932.9579657,C
68,11,0,96.35710634,98.01595729,0,0,1015.66593,821.292866,G
69,11,0,115.1591352,97.15486611,0,0,967.9001555,755.5861542,B
70,11,0,98.22973076,286.2181021,0,0,585.0922628,200.6444299,D
71,11,0,96.78042556,60.96469095,0,0,582.8591697,425.1140532,J
72,11,0,69.0346491,40.42884489,0,0,2445.15418,2335.690686,B
73,11,0,100.9871053,38.26131398,0,0,1612.681314,1473.432894,H
74,11,0,107.1210728,171.9593392,0,0,404.1666667,125.0862547,B
75,11,0,69.0946428,36.02829818,0,0,641.0378916,535.9149507,A
76,11,0,70.99543214,75.22099419,0,0,1010.357403,864.1409765,I
77,11,0,76.11331141,181.7654645,0,0,1003.947801,746.0690247,C
78,11,0,79.95878067,80.22559793,0,0,2997.854138,2837.669759,B
79,11,0,62.84187626,126.1463028,0,0,1309.131269,1120.14309,C
80,11,0,91.5460744,0,0,0,994.0306953,902.4846209,E
81,11,0,84.77508781,30.12944871,0,0,1265.482854,1150.578318,D
82,11,0,129.9830861,24.84330923,0,0,1383.709165,1228.88277,H
83,11,0,68.49202311,0,0,0,1285.448187,1216.956164,C
84,11,0,104.5086489,73.53964005,0,0,968.7151938,790.6669049,J
85,11,0,84.11715066,219.5559387,0,0,959.3674871,655.6943978,A
86,11,0,97.37265655,26.73931413,0,0,940.9679627,816.855992,C
87,11,0,106.8277675,308.8488349,0,0,483.7530277,68.07642525,A
88,11,0,117.2780036,91.12093183,0,0,404.1666667,195.7677312,A
89,11,0,66.76565856,232.8735322,0,0,1256.461988,956.8227974,J
90,11,0,58.62980493,197.1179093,0,0,1234.796611,979.0488971,E
91,11,0,99.57316519,40.67523686,0,0,404.1666667,263.9182646,E
92,11,0,59.69198746,81.77606553,0,0,925.0207736,783.5527206,J
93,11,0,89.04901988,151.2841851,0,0,888.0294491,647.6962441,B
94,11,0,94.88574922,23.23177829,0,0,1596.480267,1478.36274,C
95,11,0,80.6188915,66.32932625,0,0,845.6943825,698.7461648,H
96,11,0,87.35209478,41.51858401,0,0,885.5649754,756.6942966,B
97,11,0,114.8352906,76.53932157,0,0,1262.509843,1071.135231,J
98,11,0,101.1914657,132.962991,0,0,873.8474809,639.6930243,B
99,11,0,102.2070268,100.1474535,0,0,1492.137764,1289.783284,H
100,11,0,71.2086536,61.07137009,0,0,859.8223691,727.5423454,F
101,11,0,62.67520212,0,0,0,1225.2892,1162.613998,A
102,11,0,66.05706977,83.19123138,0,0,2410.441479,2261.193178,A
103,11,0,64.45482398,72.07964783,0,0,2306.364764,2169.830292,J
104,11,0,65.37214509,26.90617398,0,0,478.3636402,386.0853211,F
105,11,0,122.9807744,58.8982265,0,0,659.806126,477.9271251,J
106,11,0,70.59293629,119.363868,0,0,1194.362106,1004.405301,A
107,11,0,97.47331576,27.5769109,0,0,864.6407082,739.5904815,C
108,11,0,66.3301216,0,0,0,1218.993654,1152.663533,C
109,11,0,67.61236135,114.6068846,0,0,1218.568506,1036.34926,C
110,11,0,67.9266096,185.315137,0,0,1192.376271,939.1345242,D
111,11,0,74.38091729,230.119269,0,0,400,95.49981371,B
112,11,0,98.23422806,46.17160144,0,0,2392.17932,2247.773491,C
113,11,0,88.77434077,42.0956073,0,0,1333.954895,1203.084947,G
114,11,0,89.60072759,77.10503518,0,0,2101.194735,1934.488972,G
115,11,0,66.48537003,41.93186514,0,0,863.928197,755.5109618,J
116,11,0,67.98579548,205.77188,0,0,2915.741292,2641.983617,E
117,11,0,91.11991843,30.51503746,0,0,1290.46852,1168.833564,F
118,11,0,66.18433622,155.3041709,0,0,2282.822266,2061.333759,C
119,11,0,96.30961533,106.6636316,0,0,2043.209802,1840.236555,B
120,11,0,71.78743824,31.13174192,0,0,699.2937751,596.3745949,E
121,11,0,100.9403237,40.05177992,0,0,854.2163717,713.2242681,F
122,11,0,69.68684952,235.3659075,0,0,1195.93375,890.8809927,A
123,11,0,60.56912264,0,0,0,1181.287879,1120.718756,B
124,11,0,69.37613845,154.5300719,0,0,2868.573377,2644.667167,I
125,11,0,63.03100543,105.8618372,0,0,2587.873421,2418.980578,E
126,11,0,97.09600212,102.0538996,0,0,440.1629287,241.013027,A
128,11,0,99.41335248,53.13707807,0,0,993.2868867,840.7364562,G
129,11,0,87.17586081,190.7824489,0,0,832.4827182,554.5244085,B
130,11,0,97.55879022,117.7768023,0,0,828.6763398,613.3407473,J
131,11,0,67.26149165,197.9896242,0,0,672.5310814,407.2799655,H
132,11,0,64.1816475,107.62755,0,0,1923.307737,1751.49854,I
133,11,0,90.66335676,46.38063762,0,0,822.9816309,685.9376366,I
134,11,0,61.77804995,0,0,0,1175.335924,1113.557874,D
135,11,0,111.8387414,95.58452669,0,0,774.8571632,567.4338951,E
136,11,0,102.9682309,52.31836762,0,0,1873.435978,1718.149379,A
137,11,0,70.04150903,103.4770287,0,0,469.8552747,296.336737,C
138,11,0,95.13224941,0,0,0,810.0381891,714.9059397,H
139,11,0,91.22264779,36.64234297,0,0,917.6279388,789.7629481,C
140,11,0,68.49632573,39.36061869,0,0,2249.37426,2141.517316,I
141,11,0,104.2295655,114.8040318,0,0,731.4297156,512.3961182,B
143,11,0,57.40069693,0,0,0,1161.420986,1104.020289,A
144,11,0,91.72614522,73.74812972,0,0,797.4799514,632.0056765,I
145,11,0,70.0706587,113.5205349,0,0,474.8487226,291.2575289,F
146,11,0,94.53334101,41.03221209,0,0,804.4892862,668.9237331,J
147,11,0,61.73946965,120.2052261,0,0,780.3801246,598.4354289,J
148,11,0,70.9868268,111.2279182,0,0,2217.486573,2035.271828,A
149,11,0,106.6327407,239.1840632,0,0,414.2703817,68.45357784,A
150,11,0,66.63232766,112.9818094,0,0,2060.448256,1880.834119,H
151,11,0,81.39282723,55.37598129,0,0,829.0536014,692.2847929,G
152,11,0,103.2367923,93.40547714,0,0,772.5851362,575.9428667,I
153,11,0,120.1134347,152.5824828,0,0,636.3429432,363.6470257,A
155,11,0,72.44483707,217.7817531,0,0,2575.693452,2285.466862,A
156,11,0,90.77953936,155.0421511,0,0,753.5546684,507.7329779,J
157,11,0,69.11748241,13.15621553,0,0,2541.663788,2459.39009,J
158,11,0,85.73344951,0,0,0,1677.621327,1591.887877,J
159,11,0,58.95055835,78.06021216,0,0,1158.527264,1021.516494,G
160,11,0,65.7534072,104.6918684,0,0,1996.081342,1825.636066,F
162,11,0,62.67934964,73.24721982,0,0,565.6746431,429.7480737,B
163,11,0,58.15970337,106.9027955,0,0,1158.896813,993.8343145,D
164,11,0,120.865983,110.6543814,0,0,1012.27222,780.7518553,F
165,11,0,89.14550651,78.35407453,0,0,1365.274436,1197.774855,G
166,11,0,94.17328302,82.5201768,0,0,748.5277228,571.834263,A
167,11,0,105.3386281,156.546698,0,0,743.2873422,481.4020162,F
168,11,0,94.56232262,28.92193587,0,0,1444.438072,1320.953813,G
169,11,0,104.9654091,66.87110717,0,0,737.2993383,565.4628221,J
170,11,0,63.54749465,116.4307521,0,0,1961.844393,1781.866146,G
171,11,0,66.29372936,69.17930788,0,0,799.2963034,663.8232661,I
172,11,0,99.45936622,67.60621516,0,0,1373.415673,1206.350091,I
173,11,0,90.91763513,20.73013277,0,0,1316.81448,1205.166712,C
174,11,0,124.6302069,45.26685115,0,0,405.0096482,235.1125902,D
175,11,0,68.17240337,79.6873089,0,0,723.7523829,575.8926707,I
176,11,0,115.2295977,61.26735068,0,0,755.6854229,579.1884745,J
177,11,0,92.84814261,102.7825001,0,0,716.0719449,520.4413022,E
178,11,0,61.74053123,0,0,0,874.8172351,813.0767039,E
179,11,0,92.14874266,114.4533921,0,0,484.8963192,278.2941844,F
180,11,0,69.12100312,0,0,0,742.2377533,673.1167502,H
181,11,0,69.47971135,113.0674502,0,0,403.6474174,221.1002559,E
182,11,0,64.90579953,31.66115448,0,0,454.5032027,357.9362487,C
183,11,0,69.84370715,0,0,0,2449.126738,2379.283031,F
184,11,0,60.45289976,87.7750812,0,0,501.866706,353.6387251,G
185,11,0,67.41214767,0,0,0,1150.42351,1083.011362,G
186,11,0,100.8698612,0,0,0,981.1332175,880.2633563,C
187,11,0,72.24088076,0,0,0,720.0897126,647.8488318,B
188,11,0,92.90579953,0,0,0,1465.102051,1372.196251,D
189,11,0,66.19427882,0,0,0,2279.73784,2213.543561,E
190,11,0,98.10614793,111.4495525,0,0,1462.289925,1252.734224,H
191,11,0,89.31962452,22.77303346,0,0,710.9745428,598.8818848,G
192,11,0,67.52006872,0,0,0,1133.942513,1066.422444,I
193,11,0,61.5661247,0,0,0,1308.434652,1246.868528,D
194,11,0,62.82174289,0,0,0,1960.72657,1897.904827,A
195,11,0,65.77394454,0,0,0,2301.955677,2236.181733,B
196,11,0,85.09366343,135.5379075,0,0,578.5575082,357.9259373,I
197,11,0,127.0068754,24.78441466,0,0,555.7336769,403.9423868,C
198,11,0,66.88716948,0,0,0,1897.11809,1830.230921,H
199,11,0,94.22495782,89.74182457,0,0,717.4366393,533.4698569,A
200,11,0,66.88716948,0,0,0,2261.789931,2194.902762,H
201,11,0,67.2309261,0,0,0,1107.243664,1040.012738,A
202,11,0,69.0946428,115.5004196,0,0,602.3101457,417.7150833,A
203,11,0,101.0432061,143.7946909,0,0,511.8927479,267.054851,J
204,11,0,70.11530978,0,0,0,704.6879412,634.5726314,C
205,11,0,59.01899786,79.23827958,0,0,1106.320693,968.0634154,I
206,11,0,94.90777879,173.2794445,0,0,691.0201836,422.8329603,D
207,11,0,65.37214509,0,0,0,1013.512755,948.1406096,B
208,11,0,61.63658723,146.1024672,0,0,679.1767481,471.4376936,E
209,11,0,61.62328705,0,0,0,1091.275402,1029.652115,C
210,11,0,103.3469977,137.2317411,0,0,404.1666667,163.5879278,A
211,11,0,69.84225795,0,0,0,1893.468205,1823.625948,F
212,11,0,76.97345286,91.40055494,0,0,413.8064558,245.432448,D
213,11,0,61.5661247,0,0,0,776.6903822,715.1242575,I
214,11,0,71.52006872,0,0,0,1063.022278,991.5022091,C
215,11,0,65.16724744,0,0,0,1843.673826,1778.506579,A
216,11,0,67.9897388,0,0,0,1069.874622,1001.884883,C
217,11,0,62.62668074,126.3210922,0,0,436.6406034,247.6928305,F
218,11,0,85.28385116,140.8990158,0,0,400,173.8171331,B
219,11,0,95.13224941,0,0,0,514.8084235,419.6761741,I
220,11,0,99.27653522,118.9579507,0,0,1163.692455,945.4579695,F
221,11,0,87.1925232,81.83115202,0,0,647.7432901,478.7196149,I
222,11,0,101.4458227,85.02315943,0,0,676.1809783,489.7119961,G
223,11,0,65.18484997,29.86053789,0,0,670.8943991,575.8490112,F
224,11,0,68.14087444,0,0,0,694.9554932,626.8146188,G
225,11,0,64.35231264,0,0,0,1063.921121,999.5688086,E
226,11,0,85.90679446,56.61812828,0,0,1114.011488,971.486565,I
227,11,0,98.87044552,64.41474426,0,0,682.3710693,519.0858796,H
228,11,0,65.7865614,0,0,0,1821.09375,1755.307189,J
229,11,0,63.49771607,0,0,0,1182.542016,1119.0443,G
230,11,0,67.89418456,0,0,0,1798.9263,1731.032115,D
231,11,0,128.9941439,139.9449322,0,0,403.3333333,134.3942573,A
232,11,0,67.32323492,79.20953703,0,0,400,253.4672281,C
233,11,0,63.2309261,0,0,0,2213.237481,2150.006555,A
234,11,0,100.0355018,93.14372945,0,0,1314.805164,1121.625933,C
235,11,0,56.42277517,0,0,0,913.9791821,857.556407,G
236,11,0,56.28185011,0,0,0,683.8264959,627.5446458,I
237,11,0,57.29302392,0,0,0,2192.859392,2135.566368,C
238,11,0,71.71668697,0,0,0,648.9934146,577.2767276,A
239,11,0,129.4128675,21.92623758,0,0,400,248.6608949,I
240,11,0,91.8053802,103.8769729,0,0,1327.642139,1131.959786,J
241,11,0,63.28824962,0,0,0,1051.349785,988.0615354,I
242,11,0,61.31508583,127.7452608,0,0,2178.44561,1989.385263,H
243,11,0,101.8307879,73.13715353,0,0,400,225.0320586,H
244,11,0,90.01902447,21.6985274,0,0,589.1070775,477.3895256,I
245,11,0,95.13224941,0,0,0,1292.941483,1197.809233,C
246,11,0,111.7491565,177.8740372,0,0,400,110.3768063,B
247,11,0,125.100562,78.93831943,0,0,404.1666667,200.1277852,B
248,11,0,67.52006872,0,0,0,1780.575807,1713.055738,H
249,11,0,94.96045272,114.1719243,0,0,787.1950943,578.0627173,G
250,11,0,99.00687544,135.8207911,0,0,668.8933977,434.0657311,E
251,11,0,73.39238234,15.71680859,0,0,658.5964074,569.4872165,D
252,11,0,71.32617204,138.0147655,0,0,1034.81879,825.4778528,D
253,11,0,94.90549289,80.60675322,0,0,2142.541903,1967.029657,G
254,11,0,71.7279623,137.0912783,0,0,1753.279479,1544.460239,D
255,11,0,98.83393698,53.32883335,0,0,420.137859,267.9750887,H
257,11,0,101.5953626,198.0050135,0,0,1011.013573,711.4131965,D
258,11,0,95.48512295,31.57491728,0,0,561.671575,434.6115348,G
259,11,0,65.36065616,0,0,0,1042.297982,976.9373258,J
260,11,0,86.83483963,47.85389,0,0,1909.35218,1774.66345,B
261,11,0,69.45625284,198.0524084,0,0,991.1019373,723.5932761,H
263,11,0,69.15371441,83.76908881,0,0,1040.532465,887.6096614,A
264,11,0,63.66013905,34.21789381,0,0,1040.408284,942.5302514,H
265,11,0,71.62796798,0,0,0,1745.165268,1673.5373,D
266,11,0,69.47027758,149.2116104,0,0,1148.303281,929.6213929,F
268,11,0,63.0822822,41.30364326,0,0,1048.584506,944.1985805,G
269,11,0,68.32167946,0,0,0,988.1475347,919.8258552,F
270,11,0,60.78069736,95.74322234,0,0,1035.559167,879.0352472,E
271,11,0,91.67725857,113.1197942,0,0,961.3271716,756.5301189,D
272,11,0,116.7948931,98.94088464,0,0,703.1193658,487.3835881,F
273,11,0,70.08191938,39.98898151,0,0,494.0109103,383.9400094,B
274,11,0,100.2804601,99.61209956,0,0,636.2079188,436.3153591,G
275,11,0,65.36065616,0,0,0,1030.594564,965.233908,F
276,11,0,80.78069736,70.06353217,0,0,1694.464276,1543.620047,A
277,11,0,129.2666152,156.7970096,0,0,579.7207953,293.6571705,E
278,11,0,69.83444655,98.16301534,0,0,1631.928296,1463.930834,B
280,11,0,59.3713105,132.2118545,0,0,1633.382516,1441.799351,J
281,11,0,107.7017753,75.76408285,0,0,925.5107025,742.0448444,C
282,11,0,70.00582466,44.51748207,0,0,1002.119033,887.5957264,B
283,11,0,99.27188619,98.40571315,0,0,1370.497441,1172.819842,D
284,11,0,61.94179572,95.3482193,0,0,437.0798486,279.7898336,B
286,11,0,102.9714201,109.4116476,0,0,899.850993,687.4679253,E
287,11,0,101.918682,170.7626094,0,0,851.9283312,579.2470398,E
289,11,0,100.9200623,46.57162074,0,0,1384.671185,1237.179502,E
290,11,0,67.78094414,88.92694567,0,0,2135.38737,1978.679481,A
291,11,0,69.36192577,151.0771986,0,0,601.57753,381.1384057,E
292,11,0,102.3777057,102.866888,0,0,639.2407408,433.9961471,B
293,11,0,64.24784312,72.96565719,0,0,994.2836078,857.0701075,F
294,11,0,103.4638393,53.4488652,0,0,457.1233641,300.2106596,G
295,11,0,84.03295004,230.2752135,0,0,1815.072189,1500.764026,F
296,11,0,103.9233653,195.0608147,0,0,1739.724132,1440.739952,H
297,11,0,67.14220712,0,0,0,984.490634,917.3484269,D
299,11,0,63.04095969,110.8008904,0,0,840.2319754,666.3901254,I
300,11,0,67.74070205,62.94221382,0,0,973.275653,842.5927371,H
302,11,0,66.73462623,51.97200632,0,0,980.381853,861.6752205,A
303,11,0,104.8987515,67.76241093,0,0,1672.718107,1500.056945,F
304,11,0,69.29259894,71.44791839,0,0,980.2245047,839.4839874,H
305,11,0,73.43317726,58.97505737,0,0,841.5402859,709.1320513,C
306,11,0,65.57517381,0,0,0,964.4466916,898.8715178,I
307,11,0,103.4638393,83.77088113,0,0,575.0910012,387.8562808,H
308,11,0,82.37426315,66.38576946,0,0,961.5609733,812.8009407,F
309,11,0,63.67332684,189.1455253,0,0,961.4650007,708.6461486,E
310,11,0,63.39342277,46.78137514,0,0,940.8409935,830.6661956,H
311,11,0,67.25157014,122.6777569,0,0,498.2691975,308.3398705,D
312,11,0,65.63370799,81.95263721,0,0,929.7933999,782.2070547,A
313,11,0,67.24420604,11.2306223,0,0,633.4607065,554.9858781,I
314,11,0,99.88924107,180.8068533,0,0,826.0529944,545.3569,H
315,11,0,61.94587843,65.69332656,0,0,1875.047289,1747.408084,B
316,11,0,59.97068185,127.5855686,0,0,906.3296032,718.7733528,H
317,11,0,70.68386488,107.9047462,0,0,600.2718443,421.6832332,G
318,11,0,65.2324638,77.97005152,0,0,814.1777795,670.9752642,F
319,11,0,66.73462623,18.28013942,0,0,583.939414,498.9246484,B
320,11,0,60.94452846,0,0,0,1460.084769,1399.14024,G
321,11,0,128.6348807,131.0594587,0,0,1110.270897,850.5765574,F
322,11,0,70.39816832,132.6227771,0,0,800.2679751,597.2470297,I
323,11,0,98.78056299,80.95447087,0,0,1413.401587,1233.666553,B
324,11,0,66.73462623,63.37086411,0,0,899.6486074,769.5431171,C
325,11,0,58.84187626,118.5715248,0,0,798.1498452,620.7364442,I
326,11,0,101.6945545,125.5708568,0,0,1403.043892,1175.778481,F
327,11,0,70.94091743,0,0,0,908.2019131,837.2609957,C
328,11,0,94.209073,55.22000204,0,0,564.3366734,414.9075983,H
329,11,0,64.94032188,0,0,0,1623.137104,1558.196782,J
330,11,0,74.68034754,126.8961043,0,0,690.9007434,489.3242916,G
331,11,0,92.12259603,0,0,0,1534.904229,1442.781633,G
332,11,0,69.74700667,152.9795222,0,0,1603.323226,1380.596697,H
333,11,0,66.58849803,96.9467236,0,0,1575.153432,1411.618211,G
334,11,0,62.37426315,0,0,0,1541.441039,1479.066776,J
335,11,0,60.87604512,44.9779753,0,0,1845.261369,1739.407348,H
336,11,0,98.5202202,24.04081298,0,0,1406.684719,1284.123686,G
337,11,0,58.21488176,95.50747009,0,0,1835.312298,1681.589946,B
338,11,0,72.16241201,207.6193839,0,0,504.7543753,224.9725794,H
339,11,0,71.54749465,34.81918211,0,0,1536.436777,1430.070101,H
340,11,0,83.18713157,0,0,0,1806.236396,1723.049264,E
341,11,0,67.00738639,146.9433331,0,0,876.3150561,662.3643366,G
342,11,0,95.31345714,85.63432317,0,0,785.9026214,604.954841,E
343,11,0,57.76147361,30.10906753,0,0,1467.18608,1379.315538,C
344,11,0,66.9868268,55.39160879,0,0,867.1585004,744.7800648,D
345,11,0,103.80094,45.60137864,0,0,1367.896192,1218.493873,E
347,11,0,68.87359919,191.3754552,0,0,1477.921499,1217.672444,D
348,11,0,94.10906545,146.1184918,0,0,770.0404388,529.8128816,A
349,11,0,91.23895775,49.18068907,0,0,753.462543,613.0428962,B
350,11,0,97.98063528,64.9155212,0,0,1370.461311,1207.565155,I
351,11,0,57.76147361,41.10856775,0,0,1394.448844,1295.578803,E
353,11,0,97.69070033,66.94722027,0,0,555.4240657,390.7861451,E
354,11,0,68.9454702,42.52852285,0,0,586.8704558,475.3964627,C
355,11,0,80.51796629,168.2324277,0,0,1255.339757,1006.589363,J
357,11,0,89.2324638,81.90221939,0,0,1345.17178,1174.037097,B
358,11,0,112.1000825,130.3577121,0,0,546.2433618,303.7855672,F
359,11,0,105.0451926,198.0092677,0,0,540.9397144,237.8852541,H
360,11,0,60.60211618,46.99483006,0,0,763.0260025,655.4290563,H
361,11,0,81.74510429,46.18140484,0,0,579.5580978,451.6315886,F
362,11,0,88.02012203,127.2639693,0,0,674.497206,459.2131147,D
363,11,0,68.81409868,0,0,0,1258.786702,1189.972603,G
364,11,0,61.43393106,0,0,0,872.0953794,810.6614484,J
365,11,0,61.71902059,103.8186484,0,0,531.6214215,366.0837525,G
366,11,0,65.29776493,81.86601185,0,0,862.0946792,714.9309024,H
367,11,0,61.69708938,98.77760599,0,0,859.206007,698.7313116,B
368,11,0,69.8828637,15.59808653,0,0,1797.870662,1712.389712,D
369,11,0,62.9691496,111.3913788,0,0,856.4429682,682.0824397,I
370,11,0,80.02012203,180.5949155,0,0,1169.21255,908.5975122,J
371,11,0,89.14206246,62.09549432,0,0,734.1049697,582.8674129,E
372,11,0,90.76597368,141.7088882,0,0,754.4524527,521.9775908,A
373,11,0,71.1523426,57.18975423,0,0,972.1861068,843.84401,B
374,11,0,66.56143954,121.7000544,0,0,556.940304,368.6788101,F
375,11,0,54.14531159,57.59820561,0,0,837.2196022,725.476085,D
376,11,0,78.78709315,142.0610562,0,0,835.052113,614.2039636,F
377,11,0,68.32819201,22.96540234,0,0,1766.264022,1674.970428,G
378,11,0,101.3585578,171.4339489,0,0,654.8147251,382.0222185,C
379,11,0,71.66454032,0,0,0,834.0612192,762.3966789,F
381,11,0,95.77955051,190.6620143,0,0,701.5326116,415.0910468,A
385,11,0,106.8023203,49.46824216,0,0,692.5696199,536.2990574,F
386,11,0,73.01106637,52.70029171,0,0,1242.421745,1116.710387,H
387,11,0,69.56593212,43.75351244,0,0,689.6845539,576.3651093,G
388,11,0,106.8685504,97.84375809,0,0,972.6674886,767.95518,A
389,11,0,59.95878067,41.0373668,0,0,1110.830521,1009.834374,J
390,11,0,75.00896909,234.5293616,0,0,724.5081199,414.9697892,J
391,11,0,69.05699359,90.10269357,0,0,577.9196547,418.7599676,G
393,11,0,73.67731503,49.03927506,0,0,633.425945,510.7093549,G
394,11,0,61.28071977,39.15341084,0,0,687.2262056,586.792075,A
395,11,0,134.0824448,113.2753426,0,0,849.0436375,601.68585,G
396,11,0,70.36484732,127.9765683,0,0,1273.881695,1075.54028,G
397,11,0,100.0046298,111.6794323,0,0,691.7573852,480.0733231,H
398,11,0,70.68386488,59.24919839,0,0,867.709544,737.7764807,I
399,11,0,68.20127842,100.4244625,0,0,825.3639273,656.7381864,J
400,11,0,99.0861174,301.7408115,0,0,682.4693916,281.6424627,F
401,11,0,67.48206806,24.30235069,0,0,820.752172,728.9677532,J
402,11,0,99.57255608,189.9628905,0,0,459.1771133,169.6416668,J
403,11,0,93.59181308,42.06330097,0,0,760.3728814,624.7177674,J
404,11,0,66.50106593,69.69860298,0,0,553.2426508,417.0429819,I
405,11,0,70.5743386,65.95743419,0,0,684.2276216,547.6958488,D
408,11,0,89.52369856,50.20650239,0,0,575.1969499,435.4667489,H
409,11,0,97.22645897,136.597762,0,0,1010.960266,777.1360448,H
410,11,0,67.37756418,37.76635905,0,0,825.063145,719.9192217,B
411,11,0,94.32113677,104.7368852,0,0,681.7915771,482.7335551,I
412,11,0,77.2980245,101.7424564,0,0,466.6229464,287.5824656,A
413,11,0,75.90053205,89.43564097,0,0,1721.69526,1556.359087,D
414,11,0,75.30786199,40.61985379,0,0,815.3869688,699.459253,G
415,11,0,71.20763371,56.89866,0,0,817.3639257,689.257632,I
416,11,0,94.02185461,67.91288584,0,0,1269.81158,1107.876839,G
417,11,0,88.38300822,59.02139662,0,0,590.3948964,442.9904916,G
418,11,0,72.16241201,123.6741411,0,0,670.7787818,474.9422286,E
419,11,0,90.94885199,96.62358296,0,0,525.4523084,337.8798734,A
420,11,0,59.98792349,0,0,0,806.5091666,746.5212431,G
421,11,0,77.2088373,72.87661269,0,0,1248.103954,1098.018504,A
422,11,0,102.2172438,83.22809262,0,0,935.1575131,749.7121767,D
423,11,0,68.00039442,0,0,0,805.2313977,737.2310032,I
424,11,0,89.46464456,216.9025532,0,0,400,93.63280225,D
425,11,0,100.1862127,61.63638163,0,0,674.0314716,512.2088773,E
426,11,0,106.0948184,32.45199831,0,0,848.1563788,709.609562,G
427,11,0,82.83358537,64.8008883,0,0,1035.08023,887.4457568,H
428,11,0,69.77394454,0,0,0,801.8514801,732.0775356,G
429,11,0,57.13864929,90.49991992,0,0,1690.411413,1542.772844,H
430,11,0,89.52904682,168.1094397,0,0,528.5695411,270.9310547,C
431,11,0,93.65953865,119.1550353,0,0,660.823212,448.0086381,E
432,11,0,76.60689181,98.00534003,0,0,501.5585189,326.9462871,G
433,11,0,62.95895193,0,0,0,1406.452189,1343.493237,G
434,11,0,69.89455367,109.8917905,0,0,1203.896264,1024.10992,A
435,11,0,81.04140931,160.799096,0,0,400,158.1594947,C
436,11,0,103.5545765,182.3778051,0,0,400,114.0676183,J
437,11,0,63.83987489,165.4169011,0,0,651.6991671,422.4423911,G
438,11,0,99.01263943,65.85049841,0,0,824.8210614,659.9579236,D
439,11,0,112.9959148,254.4711917,0,0,566.9553364,199.4882299,I
440,11,0,61.86366105,99.54845603,0,0,807.2202119,645.8080948,H
441,11,0,132.5133949,147.7964581,0,0,400,119.690147,C
442,11,0,100.5941769,81.56527287,0,0,1114.951793,932.7923436,J
443,11,0,93.98567753,62.01065105,0,0,400,244.0036714,F
444,11,0,58.44155348,98.10151487,0,0,1702.021205,1545.478137,H
445,11,0,100.0518751,183.9883871,0,0,1074.597334,790.5570721,B
446,11,0,65.64563634,91.35501419,0,0,1665.32926,1508.32861,B
447,11,0,62.95762696,113.8468758,0,0,790.1798367,613.375334,G
448,11,0,72.25081913,130.0724388,0,0,806.7755988,604.4523409,E
449,11,0,103.8013473,134.2210052,0,0,776.6754325,538.65308,H
450,11,0,63.47222388,132.9088239,0,0,627.729734,431.3486862,A
451,11,0,57.54581328,0,0,0,786.3267614,728.7809481,G
452,11,0,99.84844311,114.4837885,0,0,430.6398076,216.307576,J
453,11,0,68.49963801,198.4560771,0,0,400,133.0442849,H
454,11,0,62.61847591,101.2178844,0,0,1339.694771,1175.85841,B
455,11,0,64.01056486,43.18462305,0,0,783.9447185,676.7495306,F
456,11,0,98.61340125,76.9644384,0,0,433.7814415,258.2036019,H
457,11,0,64.01439363,0,0,0,781.369979,717.3555853,F
458,11,0,57.83193613,82.94337097,0,0,776.2908974,635.5155903,A
